𒀜𒁕𒀀𒉌\<b>Transliteration: </b>ad-da-a-ni
<b>Transliteration: </b>ad-da-a-ni\𒀜𒁕𒀀𒉌
𒀜𒁕𒀊𒄩\<b>Transliteration: </b>at-ta-ab-ha
<b>Transliteration: </b>at-ta-ab-ha\𒀜𒁕𒀊𒄩
𒀜𒁕𒀊𒍝\<b>Transliteration: </b>at-ta-ab-s,a
<b>Transliteration: </b>at-ta-ab-s,a\𒀜𒁕𒀊𒍝
𒀜𒁕𒀭𒉌𒀸𒋙\<b>Transliteration: </b>at-ta-an-na-asz-szu
<b>Transliteration: </b>at-ta-an-na-asz-szu\𒀜𒁕𒀭𒉌𒀸𒋙
𒀜𒁕𒁀𒀀\<b>Transliteration: </b>at-da-ba-a
<b>Transliteration: </b>at-da-ba-a\𒀜𒁕𒁀𒀀
𒀜𒁕𒁄\<b>Transliteration: </b>at-ta-bal
<b>Transliteration: </b>at-ta-bal\𒀜𒁕𒁄
𒀜𒁕𒁕𒀜𒁷𒋙𒈿𒈠\<b>Transliteration: </b>at-ta-ta-ad-din-szu-nu-ma
<b>Transliteration: </b>at-ta-ta-ad-din-szu-nu-ma\𒀜𒁕𒁕𒀜𒁷𒋙𒈿𒈠
𒀜𒁕𒁲𒆠𒊩\<b>Transliteration: </b>at-ta-di-in-mi
<b>Transliteration: </b>at-ta-di-in-mi\𒀜𒁕𒁲𒆠𒊩
𒀜𒁕𒁷\<b>Transliteration: </b>at-ta-din
<b>Transliteration: </b>at-ta-din\𒀜𒁕𒁷
𒀜𒁕𒁷𒀸𒋙\<b>Transliteration: </b>at-ta-din-asz-szu
<b>Transliteration: </b>at-ta-din-asz-szu\𒀜𒁕𒁷𒀸𒋙
𒀜𒁕𒁷𒅆\<b>Transliteration: </b>at-ta-din-szi
<b>Transliteration: </b>at-ta-din-szi\𒀜𒁕𒁷𒅆
𒀜𒁕𒁷𒊩\<b>Transliteration: </b>at-ta-din-mi
<b>Transliteration: </b>at-ta-din-mi\𒀜𒁕𒁷𒊩
𒀜𒁕𒄩\<b>Transliteration: </b>at-da-ha
<b>Transliteration: </b>at-da-ha\𒀜𒁕𒄩
𒀜𒁕𒄭𒄑𒍪𒈿\<b>Transliteration: </b>at-ta-hi-is-su2-nu
<b>Transliteration: </b>at-ta-hi-is-su2-nu\𒀜𒁕𒄭𒄑𒍪𒈿
𒀜𒁕𒅈\<b>Transliteration: </b>at-da-ar
<b>Transliteration: </b>at-da-ar\𒀜𒁕𒅈
𒀜𒁕𒆠𒇲\<b>Transliteration: </b>at-ta-qi2-la
<b>Transliteration: </b>at-ta-qi2-la\𒀜𒁕𒆠𒇲
𒀜𒁕𒈠\<b>Transliteration: </b>at-ta-ma
<b>Transliteration: </b>at-ta-ma\𒀜𒁕𒈠
𒀜𒁕𒉆\<b>Transliteration: </b>at-ta-nam
<b>Transliteration: </b>at-ta-nam\𒀜𒁕𒉆
𒀜𒁕𒉿\<b>Transliteration: </b>at-ta-bi
<b>Transliteration: </b>at-ta-bi\𒀜𒁕𒉿
𒀜𒁕𒊩\<b>Transliteration: </b>at-ta-mi
<b>Transliteration: </b>at-ta-mi\𒀜𒁕𒊩
𒀜𒁕𒍝𒅈\<b>Transliteration: </b>at-ta-za-ar
<b>Transliteration: </b>at-ta-za-ar\𒀜𒁕𒍝𒅈
𒀜𒁕𒐼𒀊\<b>Transliteration: </b>at-ta-sza-ab
<b>Transliteration: </b>at-ta-sza-ab\𒀜𒁕𒐼𒀊
𒀜𒁕𒐼𒀸\<b>Transliteration: </b>at-ta-sza-asz
<b>Transliteration: </b>at-ta-sza-asz\𒀜𒁕𒐼𒀸
𒀜𒁕𒐼𒄠𒈠\<b>Transliteration: </b>at-ta-sza-am-ma
<b>Transliteration: </b>at-ta-sza-am-ma\𒀜𒁕𒐼𒄠𒈠
𒀜𒁮\<b>Transliteration: </b>at-dam
<b>Transliteration: </b>at-dam\𒀜𒁮
𒀜𒁲\<b>Transliteration: </b>at-ti
<b>Transliteration: </b>at-ti\𒀜𒁲
𒀜𒁲𒆠\<b>Transliteration: </b>ad-di-in
<b>Transliteration: </b>ad-di-in\𒀜𒁲𒆠
𒀜𒁲𒉌𒀝𒆪\<b>Transliteration: </b>ad-di-na-ak-ku
<b>Transliteration: </b>ad-di-na-ak-ku\𒀜𒁲𒉌𒀝𒆪
𒀜𒁲𒐊\<b>Transliteration: </b>at-ti-i
<b>Transliteration: </b>at-ti-i\𒀜𒁲𒐊
𒀜𒁲𒐊𒈠\<b>Transliteration: </b>at-ti-i-ma
<b>Transliteration: </b>at-ti-i-ma\𒀜𒁲𒐊𒈠
𒀜𒁳𒁀\<b>Transliteration: </b>at,-lu-ba
<b>Transliteration: </b>at,-lu-ba\𒀜𒁳𒁀
𒀜𒁷\<b>Transliteration: </b>ad-din
<b>Transliteration: </b>ad-din\𒀜𒁷
𒀜𒁷𒊩\<b>Transliteration: </b>ad-din-mi
<b>Transliteration: </b>ad-din-mi\𒀜𒁷𒊩
𒀜𒁷𒋙𒈿𒈠\<b>Transliteration: </b>ad-din-szu-nu-ma
<b>Transliteration: </b>ad-din-szu-nu-ma\𒀜𒁷𒋙𒈿𒈠
𒀜𒂵\<b>Transliteration: </b>at-qa2
<b>Transliteration: </b>at-qa2\𒀜𒂵
𒀜𒂵𒄬\<b>Transliteration: </b>at-qa2-hal
<b>Transliteration: </b>at-qa2-hal\𒀜𒂵𒄬
𒀜𒂵𒅅𒁲\<b>Transliteration: </b>at-ka-ik-di
<b>Transliteration: </b>at-ka-ik-di\𒀜𒂵𒅅𒁲
𒀜𒂵𒆕\<b>Transliteration: </b>at-qa2-ru
<b>Transliteration: </b>at-qa2-ru\𒀜𒂵𒆕
𒀜𒂵𒆗\<b>Transliteration: </b>at-ga-kal
<b>Transliteration: </b>at-ga-kal\𒀜𒂵𒆗
𒀜𒂵𒈠\<b>Transliteration: </b>ad-ka-ma
<b>Transliteration: </b>ad-ka-ma\𒀜𒂵𒈠
𒀜𒂵𒊌\<b>Transliteration: </b>at-ga-ug
<b>Transliteration: </b>at-ga-ug\𒀜𒂵𒊌
𒀜𒂵𒋙𒌒𒋙\<b>Transliteration: </b>at-qa2-szu-up-szu
<b>Transliteration: </b>at-qa2-szu-up-szu\𒀜𒂵𒋙𒌒𒋙
𒀜𒂷𒆪𒊌𒋙\<b>Transliteration: </b>at-ga2-ku-uk-szu
<b>Transliteration: </b>at-ga2-ku-uk-szu\𒀜𒂷𒆪𒊌𒋙
𒀜𒄩𒀀\<b>Transliteration: </b>at-ha-a
<b>Transliteration: </b>at-ha-a\𒀜𒄩𒀀
𒀜𒄩𒀠𒉺\<b>Transliteration: </b>at-ha-al-pa
<b>Transliteration: </b>at-ha-al-pa\𒀜𒄩𒀠𒉺
𒀜𒄩𒀸𒉺\<b>Transliteration: </b>at-ha-asz-pa
<b>Transliteration: </b>at-ha-asz-pa\𒀜𒄩𒀸𒉺
𒀜𒄩𒁄\<b>Transliteration: </b>at-ha-pal
<b>Transliteration: </b>at-ha-pal\𒀜𒄩𒁄
𒀜𒄩𒁲𒅕\<b>Transliteration: </b>at-ha-ti-ir
<b>Transliteration: </b>at-ha-ti-ir\𒀜𒄩𒁲𒅕
𒀜𒄩𒅖\<b>Transliteration: </b>at,-ha-isz
<b>Transliteration: </b>at,-ha-isz\𒀜𒄩𒅖
𒀜𒄩𒇥\<b>Transliteration: </b>at-ha-pu
<b>Transliteration: </b>at-ha-pu\𒀜𒄩𒇥
𒀜𒄩𒈿\<b>Transliteration: </b>at-ha-nu
<b>Transliteration: </b>at-ha-nu\𒀜𒄩𒈿
𒀜𒄩𒌨𒅇\<b>Transliteration: </b>at-ha-ur-u
<b>Transliteration: </b>at-ha-ur-u\𒀜𒄩𒌨𒅇
𒀜𒄩𒐼\<b>Transliteration: </b>at,-ha-sza
<b>Transliteration: </b>at,-ha-sza\𒀜𒄩𒐼
𒀜𒄷𒌓𒁲\<b>Transliteration: </b>at-hu-ut-ti
<b>Transliteration: </b>at-hu-ut-ti\𒀜𒄷𒌓𒁲
𒀜𒅀𒄩\<b>Transliteration: </b>at,-ia-ha
<b>Transliteration: </b>at,-ia-ha\𒀜𒅀𒄩
𒀜𒅀𒐊𒈠𒊩\<b>Transliteration: </b>at-ia-i-ma-munus
<b>Transliteration: </b>at-ia-i-ma-munus\𒀜𒅀𒐊𒈠𒊩
𒀜𒅗𒄬\<b>Transliteration: </b>at-qa3-hal
<b>Transliteration: </b>at-qa3-hal\𒀜𒅗𒄬
𒀜𒆕\<b>Transliteration: </b>ad-du
<b>Transliteration: </b>ad-du\𒀜𒆕
𒀜𒆕𒅀\<b>Transliteration: </b>ad-du-ia
<b>Transliteration: </b>ad-du-ia\𒀜𒆕𒅀
𒀜𒆕𒆠\<b>Transliteration: </b>ad-du-ki
<b>Transliteration: </b>ad-du-ki\𒀜𒆕𒆠
𒀜𒆕𒊌𒋙\<b>Transliteration: </b>ad-du-uk-szu
<b>Transliteration: </b>ad-du-uk-szu\𒀜𒆕𒊌𒋙
𒀜𒆕𒊌𒋙𒈿𒁲\<b>Transliteration: </b>ad-du-uk-szu-nu-ti
<b>Transliteration: </b>ad-du-uk-szu-nu-ti\𒀜𒆕𒊌𒋙𒈿𒁲
𒀜𒆕𒋙\<b>Transliteration: </b>ad-du-szu
<b>Transliteration: </b>ad-du-szu\𒀜𒆕𒋙
𒀜𒆕𒌓𒊩\<b>Transliteration: </b>at,-ru-ud-mi
<b>Transliteration: </b>at,-ru-ud-mi\𒀜𒆕𒌓𒊩
𒀜𒆪𒍝𒄑\<b>Transliteration: </b>at-ku-sa3-is
<b>Transliteration: </b>at-ku-sa3-is\𒀜𒆪𒍝𒄑
𒀜𒇲𒀊𒀀𒂵\<b>Transliteration: </b>at-la-ab-a-qa2
<b>Transliteration: </b>at-la-ab-a-qa2\𒀜𒇲𒀊𒀀𒂵
𒀜𒇲𒀸𒉺\<b>Transliteration: </b>at-la-asz-pa
<b>Transliteration: </b>at-la-asz-pa\𒀜𒇲𒀸𒉺
𒀜𒇲𒁀\<b>Transliteration: </b>at,-la-ba
<b>Transliteration: </b>at,-la-ba\𒀜𒇲𒁀
𒀜𒇲𒁁\<b>Transliteration: </b>at,-la-til
<b>Transliteration: </b>at,-la-til\𒀜𒇲𒁁
𒀜𒇲𒂵\<b>Transliteration: </b>at-la-ka
<b>Transliteration: </b>at-la-ka\𒀜𒇲𒂵
𒀜𒇲𒆪\<b>Transliteration: </b>at-la-ku
<b>Transliteration: </b>at-la-ku\𒀜𒇲𒆪
𒀜𒇲𒈠\<b>Transliteration: </b>at-la-ma
<b>Transliteration: </b>at-la-ma\𒀜𒇲𒈠
𒀜𒇲𒉺\<b>Transliteration: </b>at,-la-ba2
<b>Transliteration: </b>at,-la-ba2\𒀜𒇲𒉺
𒀜𒇲𒍣𒄑\<b>Transliteration: </b>at-la-si2-is
<b>Transliteration: </b>at-la-si2-is\𒀜𒇲𒍣𒄑
𒀜𒈠\<b>Transliteration: </b>ad-ma
<b>Transliteration: </b>ad-ma\𒀜𒈠
𒀜𒈠𒀭𒉌\<b>Transliteration: </b>ad-ma-il3-li
<b>Transliteration: </b>ad-ma-il3-li\𒀜𒈠𒀭𒉌
𒀜𒈠𒀭𒉿\<b>Transliteration: </b>ad-ma-il3-yi
<b>Transliteration: </b>ad-ma-il3-yi\𒀜𒈠𒀭𒉿
𒀜𒈠𒁕\<b>Transliteration: </b>at-ma-ta2
<b>Transliteration: </b>at-ma-ta2\𒀜𒈠𒁕
𒀜𒈠𒂖𒉌\<b>Transliteration: </b>ad-ma-il5-li
<b>Transliteration: </b>ad-ma-il5-li\𒀜𒈠𒂖𒉌
𒀜𒈠𒂖𒉿\<b>Transliteration: </b>ad-ma-il5-yi
<b>Transliteration: </b>ad-ma-il5-yi\𒀜𒈠𒂖𒉿
𒀜𒈠𒅆\<b>Transliteration: </b>at-ma-szi
<b>Transliteration: </b>at-ma-szi\𒀜𒈠𒅆
𒀜𒈠𒅋𒉌\<b>Transliteration: </b>ad-ma-il-li
<b>Transliteration: </b>ad-ma-il-li\𒀜𒈠𒅋𒉌
𒀜𒈠𒆕\<b>Transliteration: </b>at-ma-ru
<b>Transliteration: </b>at-ma-ru\𒀜𒈠𒆕
𒀜𒈠𒇲\<b>Transliteration: </b>ad-ma-la
<b>Transliteration: </b>ad-ma-la\𒀜𒈠𒇲
𒀜𒈠𒇸\<b>Transliteration: </b>ad-ma-lil
<b>Transliteration: </b>ad-ma-lil\𒀜𒈠𒇸
𒀜𒈠𒉌\<b>Transliteration: </b>ad-ma-li
<b>Transliteration: </b>ad-ma-li\𒀜𒈠𒉌
𒀜𒈠𒊩\<b>Transliteration: </b>at-ma-szal
<b>Transliteration: </b>at-ma-szal\𒀜𒈠𒊩
𒀜𒈨\<b>Transliteration: </b>at-me
<b>Transliteration: </b>at-me\𒀜𒈨
𒀜𒉌\<b>Transliteration: </b>ad-na
<b>Transliteration: </b>ad-na\𒀜𒉌
𒀜𒉌𒀀𒀀𒂵\<b>Transliteration: </b>at-na-a-a-ka
<b>Transliteration: </b>at-na-a-a-ka\𒀜𒉌𒀀𒀀𒂵
𒀜𒉌𒀜𒉌\<b>Transliteration: </b>at-na-ad-na
<b>Transliteration: </b>at-na-ad-na\𒀜𒉌𒀜𒉌
𒀜𒉌𒀝𒐼\<b>Transliteration: </b>at-na-ak-sza
<b>Transliteration: </b>at-na-ak-sza\𒀜𒉌𒀝𒐼
𒀜𒉌𒀭𒁕\<b>Transliteration: </b>at-na-an-da
<b>Transliteration: </b>at-na-an-da\𒀜𒉌𒀭𒁕
𒀜𒉌𒁀\<b>Transliteration: </b>at-na-ba
<b>Transliteration: </b>at-na-ba\𒀜𒉌𒁀
𒀜𒉌𒁀𒄩\<b>Transliteration: </b>at-na-ba-ha
<b>Transliteration: </b>at-na-ba-ha\𒀜𒉌𒁀𒄩
𒀜𒉌𒁕\<b>Transliteration: </b>at-na-da
<b>Transliteration: </b>at-na-da\𒀜𒉌𒁕
𒀜𒉌𒆗\<b>Transliteration: </b>at-na-dan
<b>Transliteration: </b>at-na-dan\𒀜𒉌𒆗
𒀜𒉌𒉌𒌓\<b>Transliteration: </b>at-na-na-tu
<b>Transliteration: </b>at-na-na-tu\𒀜𒉌𒉌𒌓
𒀜𒉺𒀸\<b>Transliteration: </b>at-ba2-asz
<b>Transliteration: </b>at-ba2-asz\𒀜𒉺𒀸
𒀜𒉺𒍝\<b>Transliteration: </b>at-ba2-s,a
<b>Transliteration: </b>at-ba2-s,a\𒀜𒉺𒍝
𒀜𒉺𒍣\<b>Transliteration: </b>at-pa-s,i2
<b>Transliteration: </b>at-pa-s,i2\𒀜𒉺𒍣
𒀜𒊏\<b>Transliteration: </b>at-ra
<b>Transliteration: </b>at-ra\𒀜𒊏
𒀜𒊏𒀀\<b>Transliteration: </b>ad-ra-a
<b>Transliteration: </b>ad-ra-a\𒀜𒊏𒀀
𒀜𒊏𒀊𒇲𒐊\<b>Transliteration: </b>at-ra-ab-la-i
<b>Transliteration: </b>at-ra-ab-la-i\𒀜𒊏𒀊𒇲𒐊
𒀜𒊏𒀊𒇲𒐊𒃾\<b>Transliteration: </b>at-ra-ab-la-i-d
<b>Transliteration: </b>at-ra-ab-la-i-d\𒀜𒊏𒀊𒇲𒐊𒃾
𒀜𒊏𒀜𒉺\<b>Transliteration: </b>at-ra-at,-pa
<b>Transliteration: </b>at-ra-at,-pa\𒀜𒊏𒀜𒉺
𒀜𒊏𒁕\<b>Transliteration: </b>at-ra-ta
<b>Transliteration: </b>at-ra-ta\𒀜𒊏𒁕
𒀜𒊏𒁕𒉺\<b>Transliteration: </b>at-ra-t,a-pa
<b>Transliteration: </b>at-ra-t,a-pa\𒀜𒊏𒁕𒉺
𒀜𒊏𒄠𒂵\<b>Transliteration: </b>at-ra-am-ga
<b>Transliteration: </b>at-ra-am-ga\𒀜𒊏𒄠𒂵
𒀜𒊏𒄷\<b>Transliteration: </b>ad-ra-hu
<b>Transliteration: </b>ad-ra-hu\𒀜𒊏𒄷
𒀜𒊏𒅆𒍑\<b>Transliteration: </b>at-ra-szi-usz
<b>Transliteration: </b>at-ra-szi-usz\𒀜𒊏𒅆𒍑
𒀜𒊏𒅇\<b>Transliteration: </b>ad-ra-u3
<b>Transliteration: </b>ad-ra-u3\𒀜𒊏𒅇
𒀜𒊏𒆠𒉌\<b>Transliteration: </b>at-ra-ki-na
<b>Transliteration: </b>at-ra-ki-na\𒀜𒊏𒆠𒉌
𒀜𒊏𒈿\<b>Transliteration: </b>ad-ra-nu
<b>Transliteration: </b>ad-ra-nu\𒀜𒊏𒈿
𒀜𒊏𒉿\<b>Transliteration: </b>ad-ra-yu
<b>Transliteration: </b>ad-ra-yu\𒀜𒊏𒉿
𒀜𒊏𒊍𒉌\<b>Transliteration: </b>at-ra-as,-na
<b>Transliteration: </b>at-ra-as,-na\𒀜𒊏𒊍𒉌
𒀜𒊏𒊹𒋙\<b>Transliteration: </b>at-ra-te-szu
<b>Transliteration: </b>at-ra-te-szu\𒀜𒊏𒊹𒋙
𒀜𒊏𒌨\<b>Transliteration: </b>ad-ra-ur
<b>Transliteration: </b>ad-ra-ur\𒀜𒊏𒌨
𒀜𒊑𒇲𒀝\<b>Transliteration: </b>ad-tal-la-ak
<b>Transliteration: </b>ad-tal-la-ak\𒀜𒊑𒇲𒀝
𒀜𒊑𒋙𒈿\<b>Transliteration: </b>at-ri-szu-nu
<b>Transliteration: </b>at-ri-szu-nu\𒀜𒊑𒋙𒈿
𒀜𒊹𒆕𒁲\<b>Transliteration: </b>at-te-ru-ti
<b>Transliteration: </b>at-te-ru-ti\𒀜𒊹𒆕𒁲
𒀜𒊹𒆕𒌓𒁕\<b>Transliteration: </b>at-te-ru-ut-ta
<b>Transliteration: </b>at-te-ru-ut-ta\𒀜𒊹𒆕𒌓𒁕
𒀜𒋡\<b>Transliteration: </b>at-qa
<b>Transliteration: </b>at-qa\𒀜𒋡
𒀜𒋡𒀝\<b>Transliteration: </b>at-qa-aq
<b>Transliteration: </b>at-qa-aq\𒀜𒋡𒀝
𒀜𒋡𒄬\<b>Transliteration: </b>at-qa-hal
<b>Transliteration: </b>at-qa-hal\𒀜𒋡𒄬
𒀜𒋡𒇲𒀀\<b>Transliteration: </b>at-qa-la-a
<b>Transliteration: </b>at-qa-la-a\𒀜𒋡𒇲𒀀
𒀜𒋡𒉺𒅆\<b>Transliteration: </b>ad-qa-pa-li3
<b>Transliteration: </b>ad-qa-pa-li3\𒀜𒋡𒉺𒅆
𒀜𒋡𒋡\<b>Transliteration: </b>ad-qa-qa
<b>Transliteration: </b>ad-qa-qa\𒀜𒋡𒋡
𒀜𒋫𒀠𒁀\<b>Transliteration: </b>at-t,a2-al-ba
<b>Transliteration: </b>at-t,a2-al-ba\𒀜𒋫𒀠𒁀
𒀜𒋫𒀸𒂵\<b>Transliteration: </b>at-da2-asz-ka3
<b>Transliteration: </b>at-da2-asz-ka3\𒀜𒋫𒀸𒂵
𒀜𒋫𒁄\<b>Transliteration: </b>at-t,a2-bal
<b>Transliteration: </b>at-t,a2-bal\𒀜𒋫𒁄
𒀜𒋫𒄴𒅆\<b>Transliteration: </b>at-t,a2-ih-szi
<b>Transliteration: </b>at-t,a2-ih-szi\𒀜𒋫𒄴𒅆
𒀜𒋫𒑙\<b>Transliteration: </b>at-t,a2-pi2
<b>Transliteration: </b>at-t,a2-pi2\𒀜𒋫𒑙
𒀜𒌓𒂵\<b>Transliteration: </b>at-tu-ka
<b>Transliteration: </b>at-tu-ka\𒀜𒌓𒂵
𒀜𒌓𒂵𒀀𒈠\<b>Transliteration: </b>at-tu-ka-a-ma
<b>Transliteration: </b>at-tu-ka-a-ma\𒀜𒌓𒂵𒀀𒈠
𒀜𒌓𒂵𒈠\<b>Transliteration: </b>at-tu-ka-ma
<b>Transliteration: </b>at-tu-ka-ma\𒀜𒌓𒂵𒈠
𒀜𒌓𒅀\<b>Transliteration: </b>at-tu-ia
<b>Transliteration: </b>at-tu-ia\𒀜𒌓𒅀
𒀜𒌓𒈿\<b>Transliteration: </b>at-tu-nu
<b>Transliteration: </b>at-tu-nu\𒀜𒌓𒈿
𒀜𒌓𒌑𒀀\<b>Transliteration: </b>at-tu-u2-a
<b>Transliteration: </b>at-tu-u2-a\𒀜𒌓𒌑𒀀
𒀜𒍝𒀀\<b>Transliteration: </b>at-s,a-a
<b>Transliteration: </b>at-s,a-a\𒀜𒍝𒀀
𒀜𒍝𒁕𒀉\<b>Transliteration: </b>at-s,a-ta-it
<b>Transliteration: </b>at-s,a-ta-it\𒀜𒍝𒁕𒀉
𒀜𒍝𒈥\<b>Transliteration: </b>at-s,a-mar
<b>Transliteration: </b>at-s,a-mar\𒀜𒍝𒈥
𒀜𒍝𒑙𒐊\<b>Transliteration: </b>ad-sa-kasz-i
<b>Transliteration: </b>ad-sa-kasz-i\𒀜𒍝𒑙𒐊
𒀜𒐼\<b>Transliteration: </b>at-sza
<b>Transliteration: </b>at-sza\𒀜𒐼
𒀜𒐼𒀸\<b>Transliteration: </b>at-sza-asz
<b>Transliteration: </b>at-sza-asz\𒀜𒐼𒀸
𒀜𒐼𒀸𒂵𒁲\<b>Transliteration: </b>ad-sza-asz-ka-ti
<b>Transliteration: </b>ad-sza-asz-ka-ti\𒀜𒐼𒀸𒂵𒁲
𒀜𒐼𒁀𒐊\<b>Transliteration: </b>at-sza-ba-i
<b>Transliteration: </b>at-sza-ba-i\𒀜𒐼𒁀𒐊
𒀜𒐼𒂵\<b>Transliteration: </b>ad-sza-ka
<b>Transliteration: </b>ad-sza-ka\𒀜𒐼𒂵
𒀜𒐼𒂵𒁕\<b>Transliteration: </b>ad-sza-ka-ta
<b>Transliteration: </b>ad-sza-ka-ta\𒀜𒐼𒂵𒁕
𒀜𒐼𒂵𒐊\<b>Transliteration: </b>ad-sza-ka3-i
<b>Transliteration: </b>ad-sza-ka3-i\𒀜𒐼𒂵𒐊
𒀜𒐼𒅁\<b>Transliteration: </b>at-sza-ep
<b>Transliteration: </b>at-sza-ep\𒀜𒐼𒅁
𒀜𒐼𒅁𒉌𒂗\<b>Transliteration: </b>at-sza-ep-ne2-in4
<b>Transliteration: </b>at-sza-ep-ne2-in4\𒀜𒐼𒅁𒉌𒂗
𒀜𒐼𒅁𒉌𒆠\<b>Transliteration: </b>at-sza-ep-ne2-in
<b>Transliteration: </b>at-sza-ep-ne2-in\𒀜𒐼𒅁𒉌𒆠
𒀜𒐼𒇥𒉌𒐊\<b>Transliteration: </b>at-sza-pu-ne2-i
<b>Transliteration: </b>at-sza-pu-ne2-i\𒀜𒐼𒇥𒉌𒐊
𒀜𒐼𒇥𒐊\<b>Transliteration: </b>at-sza-pu-i
<b>Transliteration: </b>at-sza-pu-i\𒀜𒐼𒇥𒐊
𒀜𒐼𒌑\<b>Transliteration: </b>at,-sza-u2
<b>Transliteration: </b>at,-sza-u2\𒀜𒐼𒌑
𒀝\<b>Transliteration: </b>ak
<b>Transliteration: </b>ak\𒀝
𒀝𒀀𒁕𒅇𒄷\<b>Transliteration: </b>ak-a-da-u-hu
<b>Transliteration: </b>ak-a-da-u-hu\𒀝𒀀𒁕𒅇𒄷
𒀝𒁀\<b>Transliteration: </b>aq-ba
<b>Transliteration: </b>aq-ba\𒀝𒁀
𒀝𒁀𒆪\<b>Transliteration: </b>aq-ba-ku
<b>Transliteration: </b>aq-ba-ku\𒀝𒁀𒆪
𒀝𒁍\<b>Transliteration: </b>aq-bu
<b>Transliteration: </b>aq-bu\𒀝𒁍
𒀝𒁍𒉌\<b>Transliteration: </b>aq-bu-na
<b>Transliteration: </b>aq-bu-na\𒀝𒁍𒉌
𒀝𒁍𒌑\<b>Transliteration: </b>aq-bu-u2
<b>Transliteration: </b>aq-bu-u2\𒀝𒁍𒌑
𒀝𒁕\<b>Transliteration: </b>ak-da
<b>Transliteration: </b>ak-da\𒀝𒁕
𒀝𒁕𒁀\<b>Transliteration: </b>aq-ta-ba
<b>Transliteration: </b>aq-ta-ba\𒀝𒁕𒁀
𒀝𒁕𒁀𒀝𒆪\<b>Transliteration: </b>aq-ta-ba-ak-ku
<b>Transliteration: </b>aq-ta-ba-ak-ku\𒀝𒁕𒁀𒀝𒆪
𒀝𒁕𒁀𒀸𒋙\<b>Transliteration: </b>aq-ta-ba-asz-szu
<b>Transliteration: </b>aq-ta-ba-asz-szu\𒀝𒁕𒁀𒀸𒋙
𒀝𒁕𒁍\<b>Transliteration: </b>aq-ta-bu
<b>Transliteration: </b>aq-ta-bu\𒀝𒁕𒁍
𒀝𒁕𒇲\<b>Transliteration: </b>ak-ta-la
<b>Transliteration: </b>ak-ta-la\𒀝𒁕𒇲
𒀝𒁕𒇲𒋙𒈿\<b>Transliteration: </b>ak-ta-la-szu-nu
<b>Transliteration: </b>ak-ta-la-szu-nu\𒀝𒁕𒇲𒋙𒈿
𒀝𒁕𒉺𒀀\<b>Transliteration: </b>aq-ta-pa-a
<b>Transliteration: </b>aq-ta-pa-a\𒀝𒁕𒉺𒀀
𒀝𒁕𒉺𒀀𒋙𒈿\<b>Transliteration: </b>aq-ta-pa-a-szu-nu
<b>Transliteration: </b>aq-ta-pa-a-szu-nu\𒀝𒁕𒉺𒀀𒋙𒈿
𒀝𒁕𒉺𒀀𒋙𒈿𒁲\<b>Transliteration: </b>aq-ta-ba2-a-szu-nu-ti
<b>Transliteration: </b>aq-ta-ba2-a-szu-nu-ti\𒀝𒁕𒉺𒀀𒋙𒈿𒁲
𒀝𒁕𒉿\<b>Transliteration: </b>aq-ta-bi
<b>Transliteration: </b>aq-ta-bi\𒀝𒁕𒉿
𒀝𒁕𒊩𒋙𒈿\<b>Transliteration: </b>ak-ta-mi-szu-nu
<b>Transliteration: </b>ak-ta-mi-szu-nu\𒀝𒁕𒊩𒋙𒈿
𒀝𒂵\<b>Transliteration: </b>ak-ka
<b>Transliteration: </b>ak-ka\𒀝𒂵
𒀝𒂵𒀀𒀀𒌑\<b>Transliteration: </b>ak-ka-a-a-u2
<b>Transliteration: </b>ak-ka-a-a-u2\𒀝𒂵𒀀𒀀𒌑
𒀝𒂵𒀀𒐼\<b>Transliteration: </b>ak-ka-a-sza
<b>Transliteration: </b>ak-ka-a-sza\𒀝𒂵𒀀𒐼
𒀝𒂵𒀸\<b>Transliteration: </b>ag-ga-asz
<b>Transliteration: </b>ag-ga-asz\𒀝𒂵𒀸
𒀝𒂵𒆠\<b>Transliteration: </b>ak-ka-ki
<b>Transliteration: </b>ak-ka-ki\𒀝𒂵𒆠
𒀝𒂵𒆠𒁲𒑙\<b>Transliteration: </b>ak-ka-in-ti-pi2
<b>Transliteration: </b>ak-ka-in-ti-pi2\𒀝𒂵𒆠𒁲𒑙
𒀝𒂵𒋫\<b>Transliteration: </b>ak-ka3-da2
<b>Transliteration: </b>ak-ka3-da2\𒀝𒂵𒋫
𒀝𒂵𒋾\<b>Transliteration: </b>ak-ka3-di3
<b>Transliteration: </b>ak-ka3-di3\𒀝𒂵𒋾
𒀝𒃲\<b>Transliteration: </b>ag-gal
<b>Transliteration: </b>ag-gal\𒀝𒃲
𒀝𒃲𒈠𒀀𒆪\<b>Transliteration: </b>ag-gal-ma-a-ku
<b>Transliteration: </b>ag-gal-ma-a-ku\𒀝𒃲𒈠𒀀𒆪
𒀝𒆕𒌓\<b>Transliteration: </b>ag-ru-tu2
<b>Transliteration: </b>ag-ru-tu2\𒀝𒆕𒌓
𒀝𒆠\<b>Transliteration: </b>ak-ki
<b>Transliteration: </b>ak-ki\𒀝𒆠
𒀝𒆪\<b>Transliteration: </b>ak-ku
<b>Transliteration: </b>ak-ku\𒀝𒆪
